fighter,age,height,wins_total,losses_total,SLpM_total,SApM_total
Mickael Lebout,36.0,180.34,16.0,7.0,2.6,2.98
Mickey Gall,32.0,187.96,7.0,5.0,2.9399999999999995,4.25
Miesha Tate,37.0,167.64,20.0,9.0,2.62,2.98
Miguel Baeza,31.0,187.96,10.0,3.0,4.88,5.1
Miguel Torres,43.0,175.26,44.0,9.0,3.98,1.86
Mike Breeden,34.0,177.8,11.0,6.0,5.75,7.28
Mike Brown,48.0,167.64,26.0,9.0,2.98,2.45
Mike Ciesnolevicz,44.0,182.88,19.0,4.0,0.51,4.62
Mike Davis,31.0,182.88,11.0,2.0,5.35,5.76
Mike Easton,40.0,167.64000000000001,13.0,6.0,3.5100000000000002,4.28
Mike Grundy,37.0,170.18,12.0,4.0,2.09,4.45
Mike Guymon,49.0,182.88,15.0,6.0,2.75,0.79
Mike Jackson,39.0,187.96,1.0,2.0,4.49,3.73
Mike King,40.0,190.5,5.0,1.0,4.44,1.29
Mike Kyle,43.0,193.04,22.0,14.0,3.93,3.35
Mike Lullo,44.0,172.72,8.0,3.0,2.48,4.84
Mike Malott,32.0,185.42,10.0,2.0,3.83,3.33
Mike Massenzio,41.0,187.96,13.0,9.0,2.08,3.59
Mike Nickels,52.0,193.04,9.0,5.0,4.44,1.11
Mike Perry,32.0,177.8,14.0,8.0,4.320000000000001,5.16
Mike Pierce,43.0,172.72,17.0,7.0,2.62,2.36
Mike Pyle,48.0,182.88,27.0,14.0,2.74,2.84
Mike Rhodes,34.0,185.42,10.0,5.0,3.2000000000000006,4.13
Mike Ricci,38.0,182.88,11.0,5.0,1.8,1.64
Mike Rio,42.0,177.8,10.0,5.0,1.68,2.99
Mike Rodriguez,35.0,193.04,11.0,7.0,4.35,4.24
Mike Russow,47.0,185.42,15.0,3.0,1.55,2.9
Mike Santiago,34.0,177.80000000000004,19.0,12.0,3.44,3.58
Mike Stumpf,37.0,177.8,11.0,4.0,3.34,8.85
Mike Swick,44.0,185.42,15.0,6.0,2.36,2.29
Mike Wessel,46.0,182.88,15.0,8.0,1.82,6.43
Mike Whitehead,42.0,185.42,27.0,8.0,1.62,2.36
Mike Wilkinson,36.0,170.18,9.0,4.0,2.35,3.7
Mike de la Torre,37.0,180.34,14.0,7.0,3.2099999999999995,4.75
Mike van Arsdale,58.0,187.96,8.0,5.0,1.52,1.91
Mikey Burnett,49.0,167.64,5.0,2.0,0.0,0.0
Milana Dudieva,34.0,160.02,11.0,6.0,0.87,3.43
Miles Johns,29.0,170.18,14.0,2.0,3.28,2.55
Milton Vieira,45.0,182.88,13.0,8.0,1.13,2.36
Minoki Ichihara,,170.18,0.0,1.0,0.0,0.0
Miranda Granger,31.0,170.18,7.0,3.0,2.79,2.57
Miranda Maverick,26.0,160.02,15.0,5.0,3.7999999999999994,2.6
Mirko Filipovic,49.0,187.96,35.0,11.0,2.11,1.89
Mirsad Bektic,33.0,172.72,13.0,4.0,2.43,1.8
Misha Cirkunov,37.0,190.5,15.0,9.0,3.86,3.06
Mitch Clarke,38.0,177.8,11.0,5.0,2.35,3.27
Mitch Gagnon,39.0,165.1,12.0,5.0,2.76,2.21
Mitch Ramirez,31.0,180.34,8.0,2.0,2.37,3.34
Mizuki,29.0,160.02,15.0,6.0,4.56,5.62
Mizuto Hirota,42.0,170.18,18.0,10.0,3.36,3.5
Modestas Bukauskas,30.0,190.5,15.0,6.0,3.28,3.87
Mohammad Yahya,29.0,175.26,12.0,4.0,2.87,4.07
Mohammed Usman,34.0,187.96,11.0,3.0,3.18,4.21
Molly McCann,33.0,162.56,14.0,6.0,5.79,4.94
Montana De La Rosa,29.0,170.18,12.0,9.0,2.7,3.21
Montel Jackson,31.0,177.8,13.0,2.0,3.36,1.41
Montserrat Conejo Ruiz,31.0,152.4,10.0,4.0,0.79,4.96
Montserrat Rendon,35.0,172.72,6.0,1.0,3.13,3.9
Morgan Charriere,28.0,172.72,19.0,9.0,6.75,2.34
Mostapha Al-Turk,50.0,187.96,6.0,6.0,1.36,3.61
Moti Horenstein,,193.04,1.0,6.0,0.0,0.0
Motonobu Tezuka,36.0,170.18,28.0,12.0,0.87,2.8
Mounir Lazzez,36.0,185.42,11.0,3.0,7.49,5.42
Movsar Evloev,30.0,170.18,18.0,0.0,4.43,2.89
Muhammad Mokaev,23.0,170.18,12.0,0.0,1.53,1.36
Muhammad Naimov,29.0,175.26,11.0,2.0,3.33,4.57
Muin Gafurov,27.0,170.18,18.0,6.0,2.98,2.95
Murilo Bustamante,57.0,187.96,15.0,8.0,1.33,1.9
Muslim Salikhov,39.0,180.34,19.0,5.0,3.3600000000000003,2.94
Myktybek Orolbai,26.0,177.8,12.0,1.0,0.87,1.52
Myles Jury,35.0,177.80000000000004,17.0,4.0,2.94,2.16
Nad Narimani,36.0,172.72,12.0,4.0,3.33,3.0
Nadia Kassem,28.0,165.1,5.0,2.0,3.1300000000000003,4.48
Nah-Shon Burrell,34.0,180.34,15.0,7.0,4.83,3.45
Nam Phan,41.0,167.64,21.0,17.0,4.52,6.55
Nandor Guelmino,48.0,190.5,11.0,5.0,3.62,3.16
Naoki Inoue,26.0,175.26,11.0,1.0,3.67,3.37
Naoyuki Kotani,42.0,172.72,34.0,14.0,1.02,2.89
Nasrat Haqparast,28.0,177.80000000000004,16.0,5.0,5.78,5.25
Nassourdine Imavov,29.0,190.5,13.0,4.0,4.53,3.2600000000000002
Natalia Silva,27.0,162.56,17.0,5.0,4.53,2.1
Natan Levy,32.0,175.26,8.0,2.0,3.7,3.19
Nate Diaz,38.0,182.88,22.0,13.0,4.57,3.77
Nate Landwehr,35.0,175.26,17.0,5.0,6.14,5.58
Nate Loughran,43.0,187.96,11.0,2.0,1.81,4.11
Nate Maness,32.0,177.80000000000004,15.0,3.0,2.33,4.29
Nate Marquardt,44.0,182.88,35.0,19.0,2.71,2.32
Nate Mohr,41.0,175.26,9.0,7.0,3.79,2.5
Nate Quarry,52.0,182.88,12.0,4.0,4.96,2.8
Nate Schroeder,,185.42,11.0,10.0,0.0,0.0
Nathan Coy,45.0,177.80000000000004,15.0,7.0,3.8800000000000003,2.4
Nathaniel Wood,30.0,167.64,20.0,6.0,5.91,4.22
Nazareno Malegarie,37.0,172.72,28.0,4.0,3.87,3.27
Nazim Sadykhov,29.0,177.8,9.0,1.0,4.94,5.72
Neil Grove,53.0,198.12,12.0,8.0,0.0,0.0
Neil Magny,36.0,190.5,29.0,12.0,3.47,2.42
Neil Seery,44.0,162.56,16.0,13.0,3.56,3.79
Neil Wain,,177.8,13.0,4.0,2.64,8.57
Nicco Montano,35.0,165.1,5.0,3.0,5.6,4.43
Nicholas Musoke,37.0,182.88,13.0,5.0,3.56,3.7999999999999994
Nick Agallar,45.0,172.72,24.0,6.0,0.69,4.56
Nick Aguirre,28.0,175.26,7.0,2.0,0.73,2.89
Nick Catone,42.0,182.88,10.0,4.0,2.11,2.32
Nick Denis,40.0,170.18,11.0,3.0,6.54,5.42
Nick Diaz,40.0,185.42,26.0,10.0,5.71,3.84
Nick Fiore,26.0,177.8,6.0,2.0,2.83,7.93
Nick Hein,39.0,167.64,14.0,5.0,2.65,3.61
Nick Maximov,26.0,182.88,8.0,2.0,1.93,2.64
Nick Osipczak,39.0,187.96,6.0,3.0,2.83,3.7700000000000005
Nick Pace,36.0,170.18,8.0,3.0,1.4799999999999998,3.14
Nick Penner,44.0,193.04,11.0,3.0,1.25,4.6
Nick Ring,45.0,182.88,14.0,4.0,3.52,3.48
Nick Roehrick,36.0,187.96,7.0,1.0,2.31,6.92
Nick Sanzo,,175.26,1.0,1.0,0.0,0.0
Nick Serra,46.0,175.26,7.0,3.0,0.0,1.73
Nick Thompson,42.0,185.42,38.0,14.0,1.87,1.8
Nicolae Negumereanu,29.0,182.88,13.0,2.0,3.58,5.56
Nicolas Dalby,39.0,180.34,23.0,4.0,4.03,3.4300000000000006
Nik Lentz,39.0,172.72,30.0,12.0,3.4400000000000004,3.25
Nikita Krylov,32.0,190.5,30.0,9.0,4.38,2.47
Niklas Backstrom,34.0,185.42,11.0,3.0,1.12,3.65
Niklas Stolze,31.0,185.42,12.0,6.0,2.12,2.25
Niko Price,34.0,182.87999999999997,15.0,7.0,5.46,5.6
Nikolas Motta,31.0,175.26,14.0,5.0,3.08,4.78
Nina Nunes,38.0,165.1,11.0,7.0,4.39,3.47
Nissen Osterneck,42.0,187.96,12.0,4.0,3.15,2.9
Noad Lahat,39.0,175.26,11.0,2.0,2.79,1.47
Noe Hernandez,,187.96,5.0,5.0,0.0,0.0
Nohelin Hernandez,30.0,177.8,9.0,4.0,1.32,2.63
Nolan Ticman,35.0,167.64,4.0,3.0,2.57,2.53
Nora Cornolle,34.0,170.18,7.0,1.0,2.67,1.2
Nordine Taleb,42.0,185.42,15.0,7.0,3.66,2.62
Norifumi Yamamoto,47.0,162.56,18.0,6.0,2.09,2.01
Norma Dumont,33.0,170.18,10.0,2.0,3.41,1.99
Norman Parke,37.0,180.34,23.0,6.0,3.06,2.88
Nursulton Ruziboev,30.0,195.58,33.0,8.0,4.68,2.34
Nurullo Aliev,23.0,177.8,9.0,0.0,2.5,0.46
Oban Elliott,26.0,182.88,10.0,2.0,4.27,2.17
Ode Osbourne,32.0,170.18,12.0,7.0,3.46,4.44
Oleg Taktarov,56.0,182.88,17.0,5.0,0.0,0.0
Oli Thompson,44.0,185.42,17.0,10.0,1.66,5.31
Oliver Enkamp,32.0,182.88,7.0,2.0,2.38,3.55
Olivier Aubin-Mercier,35.0,175.26,11.0,5.0,2.48,2.97
Oluwale Bamgbose,36.0,180.34,6.0,4.0,2.45,2.7
Omar Morales,38.0,180.34,11.0,4.0,3.4199999999999995,3.18
Omari Akhmedov,36.0,182.87999999999997,21.0,6.0,2.97,2.84
Onassis Parungao,,180.34,2.0,1.0,0.0,0.0
Orion Cosce,29.0,180.34,8.0,2.0,2.77,4.02
Orlando Wiet,,177.8,1.0,5.0,0.0,0.0
Oskar Piechota,34.0,182.88,11.0,3.0,3.3,3.9300000000000006
Ottman Azaitar,34.0,172.72,13.0,2.0,5.73,4.96
Ovince Saint Preux,40.0,190.5,27.0,17.0,3.0299999999999994,3.32
Pablo Garza,40.0,185.42,12.0,4.0,3.3699999999999997,2.7000000000000006
Paddy Holohan,35.0,177.8,12.0,2.0,2.13,2.81
Paddy Pimblett,29.0,177.8,21.0,3.0,5.13,3.7
Paige VanZant,30.0,162.56,8.0,5.0,3.35,2.62
Pannie Kianzad,32.0,170.18,17.0,8.0,4.74,3.6700000000000004
Papy Abedi,45.0,180.34,10.0,4.0,2.8,3.15
Parker Porter,38.0,182.88,14.0,9.0,6.55,6.32
Pascal Krauss,36.0,185.42,11.0,2.0,5.45,3.88
Pat Audinwood,37.0,182.88,11.0,2.0,1.17,4.31
Pat Barry,44.0,180.34,8.0,7.0,2.72,3.5400000000000005
Pat Healy,40.0,182.88,34.0,23.0,2.57,2.57
Pat Miletich,56.0,177.8,29.0,7.0,1.7899999999999998,1.6599999999999997
Pat Sabatini,33.0,172.72,18.0,5.0,2.02,1.5400000000000003
Pat Schilling,35.0,172.72,5.0,2.0,1.87,8.24
Patrick Cote,44.0,180.34,23.0,11.0,2.81,3.21
Patrick Cummins,43.0,187.96,10.0,7.0,4.26,3.3500000000000005
Patrick Smith,60.0,187.96,20.0,17.0,0.0,0.0
Patrick Walsh,35.0,180.34,10.0,3.0,2.03,2.83
Patrick Williams,42.0,172.72,8.0,6.0,4.12,4.12
Paul Bradley,40.0,175.26,23.0,8.0,2.26,4.13
Paul Buentello,50.0,187.96,35.0,17.0,3.2900000000000005,3.83
Paul Craig,36.0,190.5,17.0,7.0,2.42,2.86
Paul Creighton,53.0,167.64,3.0,1.0,0.72,4.65
Paul Daley,41.0,175.26,39.0,15.0,3.14,2.37
Paul Felder,39.0,180.34,17.0,6.0,3.7,3.44
Paul Georgieff,41.0,187.96,6.0,2.0,2.55,2.34
Paul Herrera,,177.8,1.0,1.0,0.0,0.0
Paul Jones,60.0,175.26,11.0,1.0,0.0,0.0
Paul Kelly,39.0,175.26,14.0,5.0,3.22,2.61
Paul Redmond,37.0,177.8,12.0,7.0,0.72,2.99
Paul Rodriguez,,170.18,10.0,9.0,0.84,1.68
Paul Sass,35.0,182.88,14.0,2.0,0.53,1.9
Paul Taylor,44.0,182.88,11.0,6.0,4.44,4.47
Paul Varelans,,203.2,9.0,9.0,0.0,0.0
Paulo Costa,32.0,185.42,14.0,3.0,6.2,6.38
Paulo Santos,,185.42,0.0,3.0,0.0,0.0
Paulo Thiago,43.0,180.34,18.0,9.0,1.71,1.99
Pawel Pawlak,35.0,182.88,12.0,3.0,1.67,2.22
Payton Talbott,25.0,177.8,8.0,0.0,8.05,3.58
Pearl Gonzalez,37.0,162.56,6.0,3.0,2.23,4.07
Pedro Munhoz,37.0,167.64,20.0,9.0,5.32,6.23
Pedro Rizzo,49.0,185.42,20.0,11.0,1.93,3.02
Peggy Morgan,44.0,185.42,4.0,4.0,2.27,8.2
Per Eklund,,177.80000000000004,14.0,5.0,2.07,2.38
Pete Rodriguez,27.0,175.26,5.0,2.0,9.28,12.83
Pete Sell,41.0,180.34,10.0,7.0,2.6,3.65
Pete Spratt,53.0,175.26,25.0,23.0,1.6300000000000001,1.33
Pete Williams,48.0,190.5,12.0,6.0,0.61,2.77
Peter Barrett,37.0,177.8,11.0,5.0,4.18,4.32
Peter Sobotta,37.0,182.88,17.0,7.0,2.14,2.9
Petr Yan,31.0,170.18,17.0,5.0,5.14,4.36
Phil Baroni,47.0,175.26,15.0,18.0,2.77,3.9300000000000006
Phil Davis,39.0,187.96,17.0,4.0,2.85,1.33
Phil Harris,40.0,162.56,22.0,12.0,2.34,3.16
Phil Hawes,35.0,182.88,12.0,6.0,5.33,3.72
Phil Johns,55.0,157.48,30.0,14.0,1.2,1.8
Phil Rowe,33.0,190.5,10.0,4.0,3.94,4.32
Philip De Fries,37.0,195.58,12.0,6.0,2.3,3.0
Philipe Lins,38.0,187.96,18.0,5.0,3.7999999999999994,3.59
Phillip Miller,45.0,180.34,16.0,0.0,1.61,1.93
Phillipe Nover,40.0,175.26,11.0,8.0,1.7900000000000003,2.48
Piera Rodriguez,31.0,160.02,9.0,1.0,3.4599999999999995,2.98
Pingyuan Liu,31.0,167.64,13.0,7.0,2.36,2.99
Piotr Hallmann,36.0,175.26,18.0,6.0,3.98,3.17
Poliana Botelho,35.0,172.72,8.0,5.0,2.9,2.8
Polyana Viana,31.0,165.1,13.0,7.0,2.99,2.65
Preston Parsons,28.0,180.34,11.0,4.0,3.83,3.18
Priscila Cachoeira,35.0,170.18,12.0,6.0,3.7599999999999993,7.029999999999999
Punahele Soriano,31.0,180.34,9.0,4.0,3.96,4.55
Quinn Mulhern,39.0,190.5,18.0,4.0,1.48,2.09
Quinton Jackson,45.0,185.42000000000002,37.0,12.0,3.25,2.51
Rachael Ostovich,33.0,160.02,4.0,6.0,2.54,3.97
Rafa Garcia,29.0,170.18,16.0,3.0,4.19,4.21
Rafael Alves,33.0,172.72,20.0,12.0,1.85,3.3
Rafael Carino,,203.2,2.0,1.0,0.0,0.0
Rafael Cavalcante,43.0,185.42,12.0,7.0,2.71,3.62
Rafael Dos Anjos,39.0,172.72,32.0,16.0,3.48,3.21
Rafael Estevam,27.0,172.72,12.0,0.0,2.94,3.35
Rafael Fiziev,31.0,172.72,12.0,3.0,4.9,4.97
Rafael Natal,41.0,182.88,21.0,9.0,3.1,2.48
Rafaello Oliveira,42.0,172.72,17.0,8.0,2.19,3.38
Rainy Martinez,,182.88,0.0,2.0,0.0,0.0
Ramazan Emeev,36.0,177.8,20.0,6.0,2.53,2.14
Rameau Thierry Sokoudjou,39.0,177.80000000000004,18.0,18.0,2.26,2.61
Ramiro Hernandez,37.0,175.26,19.0,9.0,2.72,5.51
Ramiz Brahimaj,31.0,177.8,10.0,4.0,2.47,4.08
Ramon Taveras,30.0,172.72,10.0,2.0,4.63,5.41
Ramona Pascual,35.0,170.18,6.0,5.0,3.8699999999999997,8.43
Ramsey Nijem,35.0,180.34,9.0,6.0,3.05,1.6200000000000003
Randa Markos,38.0,162.56,11.0,12.0,2.97,3.1
Randy Brown,33.0,190.5,18.0,5.0,4.37,3.33
Randy Costa,29.0,175.26,6.0,4.0,6.53,7.580000000000001
Randy Couture,60.0,185.42,19.0,11.0,2.85,1.53
Rani Yahya,39.0,167.64,28.0,11.0,1.59,1.77
Raoni Barcelos,36.0,170.18,18.0,5.0,5.22,4.79
Raphael Assuncao,41.0,165.1,28.0,10.0,3.22,2.5
Raphael Pessoa,35.0,190.5,10.0,2.0,2.16,3.43
Raquel Pennington,35.0,170.18,16.0,9.0,4.14,3.29
Rashad Coulter,42.0,180.34,9.0,4.0,4.82,6.68
Rashad Evans,44.0,182.88,19.0,8.0,2.14,2.42
Rashid Magomedov,39.0,175.26,20.0,2.0,4.4,3.0499999999999994
Raul Rosas Jr.,19.0,175.26,8.0,1.0,1.28,1.5200000000000002
Raulian Paiva,28.0,172.72,21.0,5.0,4.14,5.01
Ravena Oliveira,27.0,165.1,7.0,2.0,1.0,1.2
Ray Borg,30.0,162.56,13.0,5.0,1.5200000000000002,1.93
Ray Rodriguez,36.0,170.18,16.0,8.0,0.9,3.89
Ray Wizard,,187.96,0.0,1.0,0.0,0.0
Rayanne Amanda,28.0,157.48,14.0,7.0,3.73,4.63
Razak Al-Hassan,41.0,187.96,13.0,5.0,3.27,3.14
Reese Andy,50.0,182.88,7.0,3.0,2.87,3.5
Reginaldo Vieira,41.0,170.18,13.0,5.0,3.76,2.89
Remco Pardoel,,190.5,9.0,6.0,0.0,0.0
Renan Barao,37.0,167.64,34.0,9.0,3.7799999999999994,3.9
Renato Moicano,34.0,180.34,18.0,5.0,4.41,3.8
Renato Sobral,48.0,185.42,37.0,11.0,2.23,1.53
Renato Verissimo,50.0,185.42,7.0,5.0,0.92,1.87
Renee Forte,37.0,170.18,8.0,4.0,2.08,2.12
Renzo Gracie,57.0,177.8,13.0,7.0,1.71,1.67
Reuben Duran,40.0,170.18,11.0,7.0,3.19,2.61
Rex Holman,,190.5,4.0,2.0,2.75,7.25
Reza Madadi,45.0,180.34,14.0,6.0,2.5100000000000002,3.31
Reza Nasri,,180.34,0.0,1.0,0.0,0.0
Rhys McKee,28.0,187.96,13.0,5.0,6.06,9.47
Ricardo Abreu,39.0,180.34,5.0,1.0,3.79,3.98
Ricardo Almeida,47.0,182.88,13.0,5.0,2.02,1.2
Ricardo Funch,43.0,177.8,9.0,6.0,2.61,3.57
Ricardo Lamas,41.0,172.72,20.0,8.0,3.13,2.87
Ricardo Ramos,28.0,175.26,16.0,6.0,3.2099999999999995,3.74
Ricardo Romero,45.0,182.88,11.0,3.0,2.17,4.77
Ricco Rodriguez,46.0,193.04,53.0,25.0,1.85,1.15
Rich Attonito,46.0,177.8,10.0,5.0,2.28,2.13
Rich Clementi,47.0,175.26,45.0,23.0,1.43,2.29
Rich Franklin,49.0,185.42,29.0,7.0,4.1,2.07
Richard Crunkilton,44.0,170.18,19.0,4.0,1.72,1.45
Richard Walsh,35.0,182.88,9.0,5.0,3.84,2.72
Richardson Moreira,39.0,187.96,7.0,4.0,1.17,1.83
Richie Hightower,49.0,172.72,8.0,4.0,4.62,6.92
Richie Smullen,32.0,175.26,3.0,1.0,1.98,2.26
Richie Vaculik,40.0,167.64,10.0,4.0,3.69,4.09
Rick Davis,,175.26,3.0,1.0,3.09,6.19
Rick Story,39.0,175.26,19.0,9.0,3.8000000000000003,2.17
Ricky Glenn,34.0,182.88,22.0,8.0,3.94,4.1
Ricky Rainey,40.0,185.42,12.0,6.0,2.55,2.62
Ricky Simon,31.0,167.64,20.0,5.0,3.01,3.61
Ricky Turcios,30.0,175.26,13.0,3.0,5.08,3.7000000000000006
Riki Fukuda,43.0,182.88,24.0,9.0,4.24,3.71
Rin Nakai,37.0,154.94,19.0,2.0,1.57,3.9
Rinat Fakhretdinov,32.0,182.88,21.0,1.0,4.05,2.16
Rinya Nakamura,29.0,170.18,9.0,0.0,3.53,1.38
Roan Carneiro,45.0,180.34,21.0,11.0,1.46,1.8199999999999998
Rob Broughton,41.0,187.96,16.0,7.0,2.83,2.54
Rob Emerson,42.0,175.26,18.0,12.0,2.5,2.83
Rob Font,36.0,172.72,20.0,8.0,5.53,3.65
Rob Kimmons,43.0,177.8,25.0,9.0,1.86,4.79
Rob MacDonald,45.0,190.5,5.0,4.0,1.8,2.04
Rob Wilkinson,32.0,190.5,11.0,2.0,2.74,5.66
Rob Yundt,43.0,185.42,9.0,5.0,1.37,2.55
Robbie Lawler,42.0,180.34,30.0,16.0,3.85,4.67
Robelis Despaigne,35.0,200.66,5.0,0.0,23.33,6.67
Robert Bryczek,33.0,182.88,17.0,6.0,2.13,4.47
Robert Lucarelli,,187.96,0.0,1.0,0.0,0.0
Robert McDaniel,40.0,190.5,28.0,10.0,1.64,1.9799999999999998
Robert Peralta,38.0,172.72,18.0,8.0,3.7600000000000002,2.97
Robert Sanchez,38.0,167.64,8.0,2.0,0.96,1.78
Robert Whiteford,40.0,175.26,14.0,4.0,2.33,1.9899999999999998
Robert Whittaker,33.0,182.88,26.0,7.0,4.57,3.45
Roberto Traven,55.0,190.5,6.0,4.0,0.92,2.77
Rocky Lee,36.0,175.26,3.0,2.0,2.47,5.33
Rodney Wallace,42.0,175.26,26.0,15.0,1.13,3.44
Rodolfo Bellato,28.0,190.5,12.0,2.0,6.47,5.9
Rodolfo Rubio Perez,37.0,165.1,10.0,16.0,1.13,1.0
Rodolfo Vieira,34.0,182.87999999999997,10.0,2.0,3.19,4.6
Rodrigo Damm,44.0,170.18,13.0,9.0,3.5,5.61
Rodrigo Nascimento,31.0,187.96,11.0,1.0,4.31,4.76
Rodrigo Ruas,46.0,177.8,4.0,5.0,1.28,7.0
Rodrigo de Lima,33.0,170.18,8.0,3.0,1.29,5.5
Roger Bowling,41.0,175.26,12.0,6.0,3.9,3.86
Roger Gracie,42.0,193.04,8.0,2.0,1.78,1.79
Roger Hollett,45.0,180.34,13.0,5.0,1.83,6.47
Roger Huerta,40.0,175.26,23.0,9.0,3.64,2.33
Roger Narvaez,40.0,190.5,8.0,3.0,2.12,3.32
Roger Zapata,37.0,180.34,4.0,2.0,2.6,2.13
Rogerio Bontorin,31.0,165.1,16.0,4.0,2.63,3.2700000000000005
Rogerio Nogueira,47.0,187.96,23.0,10.0,2.43,2.34
Roland Delorme,40.0,175.26,9.0,5.0,2.28,4.32
Roland Payne,,175.26,0.0,1.0,0.0,0.0
Rolando Bedoya,27.0,180.34,14.0,3.0,8.7,6.83
Rolando Delgado,42.0,190.5,11.0,6.0,1.5599999999999998,1.83
Rolando Dy,33.0,172.72,9.0,7.0,3.04,4.47
Roldan Sangcha'an,33.0,162.56,4.0,2.0,2.71,2.15
Rolles Gracie,45.0,193.04,8.0,4.0,2.3,3.38
Roman Bogatov,33.0,172.72,10.0,1.0,3.33,4.4
Roman Dolidze,35.0,187.96,12.0,3.0,2.62,3.36
Roman Kopylov,32.0,182.87999999999997,12.0,3.0,4.660000000000001,4.1
Roman Mitichyan,45.0,177.8,8.0,3.0,0.26,2.7
Roman Salazar,36.0,170.18,10.0,6.0,1.95,2.89
Romie Aram,46.0,177.8,7.0,1.0,1.8,2.83
Ron Stallings,41.0,187.96,14.0,8.0,3.22,3.26
Ron Waterman,58.0,187.96,16.0,6.0,0.84,1.37
Ron van Clief,81.0,177.8,0.0,1.0,0.0,0.0
Ronald Jhun,53.0,180.34,24.0,26.0,1.45,3.01
Ronaldo Rodriguez,24.0,167.64,17.0,2.0,2.0,3.56
Ronda Rousey,37.0,170.18,12.0,2.0,4.17,4.14
Rongzhu,24.0,175.26,25.0,5.0,5.47,5.599999999999999
Ronnie Lawrence,31.0,172.72,8.0,2.0,2.78,1.75
Ronny Markes,35.0,185.42,17.0,5.0,2.17,2.43
Rony Jason,40.0,170.18,14.0,7.0,2.04,3.14
Ronys Torres,48.0,170.18,35.0,5.0,0.87,1.93
Roosevelt Roberts,30.0,187.96,12.0,5.0,3.05,3.12
Roque Martinez,38.0,177.80000000000004,15.0,8.0,3.28,4.9
Rory MacDonald,34.0,182.88,19.0,4.0,3.75,2.8
Rory Markham,42.0,182.88,17.0,6.0,1.9799999999999998,10.27
Rory Singer,47.0,187.96,11.0,9.0,2.55,2.42
Rose Namajunas,31.0,165.1,13.0,6.0,3.69,3.51
Rosi Sexton,46.0,160.02,13.0,5.0,3.31,7.42
Ross Pearson,39.0,172.72,20.0,16.0,3.68,4.09
Ross Pointon,44.0,172.72,6.0,17.0,2.62,2.77
Rostem Akman,32.0,177.8,6.0,2.0,1.8,3.97
Rousimar Palhares,44.0,172.72,19.0,8.0,1.75,2.04
Roxanne Modafferi,41.0,170.18,25.0,21.0,3.35,5.7
Roy Nelson,47.0,182.88,22.0,14.0,2.18,4.79
Royce Alger,,177.8,3.0,2.0,0.0,0.0
Royce Gracie,57.0,185.42,15.0,2.0,0.88,1.13
Royston Wee,37.0,170.18,4.0,1.0,1.1,2.45
Ruan Potts,46.0,187.96,11.0,6.0,0.85,5.919999999999999
Rudyard Moncayo,,177.8,0.0,3.0,0.0,0.0
Ruslan Magomedov,37.0,190.5,14.0,1.0,4.02,1.47
Russell Doane,37.0,170.18,15.0,8.0,1.75,1.68
Rustam Khabilov,37.0,172.72,24.0,4.0,1.98,2.16
Ryan Bader,40.0,187.96,23.0,5.0,2.82,1.39
Ryan Benoit,34.0,165.1,10.0,8.0,2.88,3.6500000000000004
Ryan Couture,41.0,177.8,11.0,5.0,3.54,2.87
Ryan Hall,39.0,177.80000000000004,9.0,2.0,2.38,1.33
Ryan Janes,42.0,190.5,10.0,3.0,7.69,5.53
Ryan Jensen,46.0,185.42,21.0,8.0,2.84,2.99
Ryan Jimmo,42.0,185.42,19.0,5.0,3.12,2.77
Ryan LaFlare,40.0,185.42,14.0,3.0,2.89,1.86
Ryan MacDonald,31.0,180.34,10.0,2.0,2.28,6.49
Ryan Madigan,,182.88,5.0,3.0,0.0,3.35
Ryan McGillivray,37.0,180.34,12.0,0.0,1.27,2.2
Ryan Parker,,190.5,0.0,1.0,0.0,0.0
Ryan Roberts,45.0,167.64,21.0,12.0,0.0,22.5
Ryan Spann,32.0,195.58,21.0,9.0,3.42,3.9100000000000006
Ryan Thomas,39.0,182.88,20.0,8.0,2.01,4.17
Ryo Chonan,47.0,175.26,22.0,13.0,2.57,2.25
Sabah Homasi,35.0,182.88,11.0,8.0,4.98,6.91
Sabina Mazo,27.0,170.18,9.0,4.0,6.1,4.35
Saeed Hosseini,,182.88,0.0,1.0,0.0,0.0
Sage Northcutt,28.0,182.88,11.0,2.0,3.58,1.96
Sai Wang,38.0,182.88,20.0,6.0,3.17,2.27
Said Nurmagomedov,31.0,172.72,18.0,3.0,3.55,2.13
Saidyokub Kakhramonov,28.0,172.72,10.0,3.0,2.05,0.88
Saimon Oliveira,32.0,162.56,18.0,5.0,2.82,3.91
Sako Chivitchian,40.0,180.34,8.0,1.0,2.4,4.8
Salim Touahri,34.0,177.80000000000004,10.0,4.0,2.6,2.8699999999999997
Sam Adkins,58.0,190.5,7.0,20.0,0.0,0.0
Sam Alvey,37.0,187.96,33.0,18.0,3.28,3.63
Sam Fulton,,177.8,0.0,2.0,0.0,0.0
Sam Hoger,43.0,187.96,10.0,4.0,1.07,2.25
Sam Hughes,31.0,165.1,8.0,6.0,4.03,4.51
Sam Patterson,27.0,190.5,11.0,2.0,2.54,3.41
Sam Sicilia,38.0,172.72,15.0,8.0,2.46,3.5499999999999994
Sam Stout,39.0,175.26,20.0,12.0,4.17,4.08
Sammy Morgan,42.0,177.8,18.0,12.0,1.05,3.74
Samy Schiavo,48.0,172.72,10.0,6.0,1.68,2.62
